INT,REGION,STATE,COUNTY,CD,SAMPCELL,SAMPYTH,SAMPGEN,ACTAGE,AGECAT,UPELECT,DIRECT,PGDBAL,GENERIC,DTID,JBID,PBID,JCID,KHID,BSID,EWID,CBID,NPID,MMID,GOPCID,DEMCID,DJTJA,DJTIS1,DJTIS2,DJTIS3,DJTIS4,DJTIS5,DJTIS6,DT3W,ELVIEW,FORAGN,Q26,Q27,Q28,IHPC1,IHPC2,IHPC3,IHPC4,IHPC5,IHPC6,IHPC7,IHPC8,IHPC9,IHPC10,IHPC11,IHPC12,IHCC1,IHCC2,IHCC3,IHCC4,IHCC5,IHCC6,IHCC7,IHCC8,IHCC9,IHCC10,IHCC11,IHCC12,ECONW,CIVIL1,CIVIL2,CIVIL3,CIVIL4,CIVIL5,CIVIL6,CRES1,CRES2,CRES3,CRES4,CRES5,CRES6,CRES7,CRES8,CRES9,DIVSCL,EDUC,IDEOL,PARTYID,PARTY,PVOTE16,UNION,MARITAL,CHILD,DENOMFRQ,BORN,RACE,HISP,ECONCLA2,SOURCE,SEXEMP,USR,LIST,INTGEN,LENGTHWW,ZIP,PROJECT,CURRPROJ,STATECD,STATENAME,CDPAR,COMPCD,RRINTEREA,RRINTEREB,RRINTEREC,RRINTERED,RRINTEREE,RRINTEREF,RRINTEREG,RRINTEREH,RRINTEREI,RRINTEREJ,RRINTEREK,AGE,RAGE,RAGEFL,NRCCAGE1,NRCCAGE2,NRCCAGE3,NRCCAGE4,NRCCAGE5,NRCCAGE6,RDIRECT,RPGDBAL,RGENERIC,RDTID,RJBID,RPBID,RJCID,RKHID,RBSID,REWID,RCBID,RNPID,RMMID,RGOPCID,RDEMCID,RDJTJA,RDJTIS1,RDJTIS2,RDJTIS3,RDJTIS4,RDJTIS5,RDJTIS6,R26,R28,RCIVIL1,RCIVIL2,RCIVIL3,RCIVIL4,RCIVIL5,RCIVIL6,REDUC,RIDEOL,RRIDEOL,RPARTYID,RPARTY,RUNION,RMARITAL,RCHILD,RRACE,RHISP,RSOURCE,RSEXEMP,SEX,GENDER,DATE,R96,R96FL,RR96,RR96FL,RPTYID89,RPTYID90,RPTY90FL,RPTYID98,RPTYD981,R89,R90,R90FL,R98,R981,R99,PARTISAN,STATUS,ONE,turn1,turn2,turn3,turn4,turn5,turnp1,turnp2,turnp3,turnp4,turnp5,turns1,turns2,turns3,turns4,turns5,turnc1,turnc2,turnc3,turnc4,turnc5,turng1,turng2,turng3,turng4,turng5,TOGGLE,TIMESRUN,W1,TIMESRUN2,W2,RUSR,RG1,RG2,PREZ16,SEN20,USRACE,EMPSTAT,AGERACE,GENRACE,WHSENIOR,PARIDEOL,EDRAC,SEXED2,SEXEDWH,MARAC,GENMAR2,MOMDAD,BUNDY,SEXBORN,RACEVANG,IDEOVAN,CLARAC,JACNT,RDENOMFR,goal1,goal2,goal3,turn,goal4,NUMCASES,ACTUAL,pturn,diff
444,3,12,83,2,N,N,F,999,7,2,2,4,1,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,50,3,2,3,3,6,3,5,2,2,1,1,2,3,1,9,1,2,2,17.81666667,34476,16440,16440,1202,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,3,3,3,2,1,2,1,1,2,3,2,1,2,1,4,2,2,20191008,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,2,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,3,2,2,2,6,3,2,2,1,5,3,4,1,3,6,3,7,3,1,1,5,1,1,31,38,75,16.84,53,1011,52.99751428,98.97952519,0
63,3,12,83,3,N,N,F,87, ,1,5,7,5,4,1,1,1,1,1,1,1,1,4,4,1,5,5,5,5,5,5,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,75,6,4,7,6,2,3,2,1,1,2,1,2,2,3,4,2,2,2,16.93333333,34471,16440,16440,1203,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,12,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,2,2,1,1,2,3,2,1,1,20191006,2,2,2,2,3,4,4,4,4,5,6,6,4,4,3,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.543337226,0,1,2,3,2,2,2,5,3,2,1,1,1,1,1,3,1,3,1,1,2, , ,1,5,1,21,42,75,24.52,47,1011,47.00248572,32.55892072,0
658,3,12,19,3,Y,Y,M,70, ,1,5,1,1,3,3,4,3,2,2,4,4,4,3,3,4,1,1,2,1,1,2,2,2,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,3,1,1,1,2,80,6,1,2,3,3,2,5,2,1,1,1,2,2,1,9,1,1,1,20.5,32043,16440,16440,1203,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,3,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,3,2,1,2,1,4,2,2,20191009,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,2,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,1,3,2,2,2,6,3,2,2,1,5,1,3,3,3,6,3,7,3,1,1,1,1,1,21,38,75,24.72,53,1011,52.99751428,28.92106254,0
954,3,12,1,3,N,N,M,53, ,1,1,1,1,1,3,4,5,5,4,4,4,4,4,1,3,1,1,1,1,1,1,2,3,2,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,5,2,1,2,2,3,5,1,1,1,2,2,1,1,4,60,5,1,1,2,1,3,2,2,1,1,1,2,3,10,6,1,2,2,15.71666667,32609,16440,16440,1203,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,1,1,1,1,2,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,3,1,1,1,1,2,2,2,1,2,7,3,3,2,20191010,6,5,4,3,2,2,1,1,1,2,2,1,1,1,3,1,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,3,2,2,2,6,2,2,2,2,5,3,4,1,1,4,3,2,3,1,1,5,1,1,31,38,75,29.34,53,1011,52.99751428,4.803830708,0
218,3,12,31,4,Y,Y,M,50, ,1,1,1,1,1,4,6,4,4,4,4,6,4,4,1,4,1,1,1,1,1,1,1,2,2,1,1,2,5,1,1,1,1,1,1,4,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,4,1,1,1,2,1,1,1,1,3,1,1,2,75,6,2,1,2,1,3,2,2,7,1,1,2,3,6,6,1,1,2,20.16666667,32210,16440,16440,1204,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,1,1,1,1,2,4,2,2,2,2,4,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,4,1,2,1,1,2,2,2,1,2,5,3,3,2,20191007,6,5,4,3,2,2,1,1,1,2,2,1,1,1,3,1,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,3,2,2,2,6,2,2,2,2,5,1,3,3,1,4,3,2,3,1,1,5,1,4,31,38,75,24.18,53,1011,52.99751428,39.86419945,0
270,3,12,31,4,N,N,F,62, ,2,2,1,1,1,3,4,4,4,4,4,3,4,4,1,4,1,1,1,1,1,2,2,3,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,4,1,4,4,4,4,3,1,2,1,4,2,1,1,3,52,7,2,1,5,1,3,2,2,5,2,1,2,2,3,6,4,1,2,13.01666667,32246,16440,16440,1204,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,1,3,3,3,3,4,1,2,1,3,2,2,2,1,2,3,3,3,2,20191007,6,6,4,4,2,2,2,1,1,6,6,6,3,3,3,2,4,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,3,3,2,2,2,2,2,2,2,1,2,1,3,3,1,4,3,2,4, , ,1,1,3,31,38,75,23.48,53,1011,52.99751428,52.6570053,0
403,3,12,31,4,Y,Y,M,61, ,3,2,7,5,3,1,1,4,4,1,1,2,2,1,1,1,5,5,5,5,5,5,5,1,2,1,3,7,7,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,3,2,3,4,3,3,3,1,2,5,3,1,7,6,6,4,6,3,8,3,7,3,6,12,11,6,1,1,16.9,32257,16440,16440,1204,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,3,3,2,1,1,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,4,1,1,1,1,1,1,2,1,1,3,3,2,3,2,4,2,6,2,1,1,20191008,2,2,2,2,3,4,4,3,3,5,6,6,3,3,3,5,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.232280021,0,1,4,3,2,2,2, ,4,8,7,2,2,4,2,2,4,7,3,7,2, , ,5,5,4,31,42,4,18.56,47,1011,47.00248572,95.45585412,0
92,3,12,3,5,N,Y,M,35, ,1,5,1,1,1,4,6,6,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,3,2,1,1,2,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,1,4,80,6,2,6,2,1,1,2,1,2,1,1,2,2,4,1,1,2,2,17.16666667,32063,16440,16440,1205,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,1,1,1,2,4,4,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,2,3,1,1,2,1,1,2,4,1,1,1,20191006,1,1,1,1,3,3,3,3,3,1,1,1,1,1,3,3,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.029741275,0,1,1,3,2,2,2,6,2,2,1,2,5,1,1,3,1,3,1,1,1,1,1,1,1,1,28,42,75,23.09,47,1011,47.00248572,57.9154261,0
783,3,12,39,5,N,N,M,61, ,2,5,7,5,4,1,1,2,1,2,1,2,1,3,4,1,5,5,5,5,5,5,5,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,4,1,4,4,1,4,4,1,50,6,4,7,7,2,3,1,2,6,2,2,2,4,2,5,1,2,1,20.21666667,32352,16440,16440,1205,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,2,1,2,2,2,2,2,1,1,20191009,2,2,2,2,3,4,4,4,5,5,6,6,4,5,3,5,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.087641437,0,1,1,3,2,2,2,6,1,4,3,2,1,2,1,3,4,7,3,6,2, , ,5,5,3,31,42,12,22.51,47,1011,47.00248572,63.66927545,0
786,3,12,31,5,N,N,F,999,13,2,3,7,5,4,1,5,6,1,2,2,2,1,4,4,2,5,5,5,3,5,5,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,1,3,2,1,2,5,4,1,5,1,5,1,999,8,5,7,7,2,3,5,2,5,2,2,2,2,10,9,2,2,2,41.56666667,32208,16440,16440,1205,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,13,4,3,4,2.2, , ,1.4, ,2,3,3,2,1,3,4,1,1,1,1,1,2,2,1,3,3,3,2,3,3,3,1,1,1,2,2,1,2,1,1,3,3,3,3,2,3,2,2,2,7,4,2,2,20191009,4,4,4,4,4,4,4,4,5,6,6,6,4,5,1,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.704390793,0,1,2,3,2,2,2,5,3,4,4,2,1,4,4,2,4,7,3,7,4, , ,2,5,3,21,42,12,21.43,53,1011,52.99751428,78.3884922,0
915,3,12,127,6,N,N,M,60, ,1,2,1,1,1,4,3,4,4,4,4,4,4,5,1,4,1,1,2,1,1,1,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,1,2,1,2,1,2,1,1,1,3,75,5,1,1,1,1,3,2,2,3,2,1,2,3,2,9,1,2,2,18.03333333,32738,16440,16440,1206,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,2,4,2,2,20191010,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,1,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.999961993,0,1,1,3,2,2,2,6,3,2,2,1,5,3,4,1,1,4,3,2,4, , ,5,1,2,31,38,75,29.56,53,1011,52.99751428,3.474280723,0
962,3,12,109,6,N,N,M,84, ,2,1,1,2,1,5,6,5,6,3,4,5,5,5,5,5,1,1,1,1,1,3,3,3,2,1,3,7,7,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,4,4,3,1,4,4,1,1,4,3,1,5,1,1,3,2,2,1,5,3,1,5,1,4,999,3,1,1,1,1,1,5,2,2,2,3,101,2,2,9,1,2,1,27.08333333,32086,16440,16440,1206,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,2.2, , ,1.4, ,1,1,1,1,3,4,3,4,2,2,3,3,3,3,3,1,1,1,1,1,2,2,2,4,2,1,3,1,1,2,2,1,1,1,1,1,3,2,3,3,2,4,2,2,20191010,4,4,4,4,2,2,2,1,6,2,2,2,1,6,3,1,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.645292599,0,1,1,3,2,2,2,6,3,6,6,2,5,4,4,2,4,7,3,7,4, , ,3,3,1,21,38,9,20.51,53,1011,52.99751428,85.2457782,0
235,3,12,117,7,Y,Y,M,42, ,1,5,7,5,4,2,2,2,2,5,1,2,5,4,4,5,5,5,5,5,5,5,5,1,1,5,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,4,2,2,3,2,2,2,1,1,4,1,2,1,2,2,1,4,1,1,4,2,1,90,6,4,5,6,2,3,2,2,7,2,1,2,2,6,1,4,1,1,16.33333333,32792,16440,16440,1207,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,1,1,3,1,1,3,2,2,3,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1,4,3,3,3,3,2,2,2,1,2,5,1,1,1,20191007,1,1,1,1,3,3,3,4,4,5,5,5,4,4,3,5,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.029741275,0,1,3,3,2,2,2,1,2,2,1,2,1,1,1,3,1,3,3,2,2, , ,1,5,4,28,42,75,23.09,47,1011,47.00248572,57.9154261,0
258,3,12,95,7,N,N,F,70, ,1,5,7,5,4,1,1,1,3,1,1,1,2,4,4,2,5,5,5,5,5,5,5,1,2,1,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,3,2,4,2,1,1,5,3,4,4,4,1,1,4,4,1,60,7,5,7,5,2,1,2,1,5,2,1,2,2,1,6,4,2,2,19.61666667,32803,16440,16440,1207,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,1,1,2,1,1,1,1,2,2,1,3,3,3,3,3,3,3,2,4,1,3,1,1,1,3,4,3,3,3,3,1,2,1,1,2,1,3,3,2,20191007,6,6,4,4,4,4,4,4,4,6,6,6,4,4,3,4,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.587711176,0,1,3,3,2,2,2,2,2,2,2,1,1,1,3,3,1,4,2,1,4, , ,1,5,3,21,42,75,25.3,53,1011,52.99751428,21.88143892,0
604,3,12,117,7,Y,Y,M,40, ,1,4,6,5,3,2,2,6,2,2,2,2,3,4,3,3,4,4,5,4,2,2,5,2,2,1,1,4,4,1,1,2,2,1,1,2,1,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,75,6,2,6,6,6,3,2,1,4,2,1,2,1,6,1,4,1,2,19.65,32708,16440,16440,1207,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,4,1,1,1,1,2,2,2,2,3,3,3,3,1,1,3,1,3,1,1,1,1,1,1,4,1,2,3,3,2,2,1,1,2,5,1,1,1,20191009,1,1,1,1,3,3,3,3,3,5,5,5,3,3,3,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.029741275,0,1,3,3,2,2,2,1,2,2,1,2,2,1,1,3,1,3,1,1,2, , ,5,3,2,28,42,75,21.09,47,1011,47.00248572,81.06909447,0
970,3,12,95,7,N,N,M,78, ,1,1,1,1,1,4,6,5,5,2,4,6,6,6,2,4,1,1,1,2,1,1,2,3,4,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,5,3,1,2,1,1,1,3,2,4,1,4,50,7,2,1,2,1,1,1,2,5,2,6,2,3,1,9,2,2,2,22.4,32807,16440,16440,1207,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,10,4,3,4,2.2, , ,1.4, ,1,1,1,1,2,4,3,3,1,2,4,4,4,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,4,1,2,1,1,1,1,2,4,2,1,4,2,2,20191010,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,1,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.153247276,0,1,2,3,2,2,2,5,3,8,7,2,5,2,3,3,4,7,3,6,4, , ,5,1,3,21,38,4,24.65,53,1011,52.99751428,30.32696966,0
432,3,12,9,8,N,N,F,82, ,1,5,7,3,4,2,6,5,6,1,2,6,2,6,3,1,5,3,5,4,2,5,5,7,1,3,1,4,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,4,2,2,4,2,2,2,5,2,2,1,3,2,3,2,5,2,2,2,2,1,50,5,2,7,6,2,1,5,2,2,2,1,3,3,2,9,1,2,2,26.8,32780,16440,16440,1208,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,2.2, , ,1.4, ,3,3,2,2,1,4,3,4,1,1,4,1,4,2,1,3,2,3,3,1,3,3,1,1,1,3,1,1,1,2,3,1,2,3,3,1,3,2,1,2,2,4,2,2,20191008,4,4,4,4,4,4,4,3,3,6,6,6,3,3,3,5,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.587711176,0,1,1,3,2,2,2,6,3,2,2,1,2,3,4,1,3,6,3,7,4, , ,5,4,1,21,42,75,29.23,53,1011,52.99751428,7.438047952,0
200,3,12,95,9,Y,Y,M,26, ,1,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,4,5,2,5,5,2,3,2,1,1,2,4,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,1,2,1,1,1,4,1,2,2,2,2,4,4,4,1,1,2,2,1,2,2,40,6,4,5,8,3,3,1,2,5,2,1,2,2,6,1,2,1,2,16.21666667,32828,16440,16440,1209,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1.1,1.2,1.3, , ,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,3,3,1,3,3,1,1,3,1,1,1,1,1,3,4,3,3,3,2,2,1,2,1,2,5,1,1,1,20191007,1,1,1,1,3,3,3,4,4,3,3,3,2,2,2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.920974367,0,1,2,3,2,2,2,5,2,1,1,2,3,1,1,3,3,1,3,6,2, , ,1,3,3,20,42,75,20.28,47,1011,47.00248572,86.60822387,0
378,3,12,105,9,Y,Y,M,42, ,1,2,2,1,2,2,5,5,6,2,2,6,4,2,2,2,2,1,5,1,1,2,1,2,2,2,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,3,4,1,1,1,2,1,2,2,1,2,1,1,2,2,1,30,5,2,3,3,3,3,2,2,6,2,1,2,2,1,1,1,1,2,18.15,33880,16440,16440,1209,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,1,3,3,4,1,1,4,2,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,3,1,2,1,1,2,2,2,1,2,1,1,1,1,20191008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,3,2,2,2,6,2,2,1,2,5,3,2,1,1,3,3,2,2, , ,1,2,3,28,38,75,26.36,47,1011,47.00248572,18.52417615,0
409,3,12,97,9,Y,Y,M,51, ,1,1,1,1,1,4,6,3,6,4,4,4,4,6,1,4,1,1,1,1,1,1,1,3,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,4,2,1,3,1,4,2,1,5,4,75,3,2,1,2,1,4,6,3,8,3,7,3,6,12,12,6,1,1,19.55,33896,16440,16440,1209,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,1,1,1,1,2,4,2,4,2,2,2,2,4,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,2,1,2,1,1,2,3,2,4,2,6,4,2,2,20191008,4,3,4,3,2,2,1,1,1,2,2,1,1,1,2,1,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.255952471,0,1,4,3,2,2,2, ,4,8,7,2,5,4,4,2,4,7,3,7,4, , ,5,1,4,31,38,4,22.12,53,1011,52.99751428,70.70590751,0
385,3,12,95,10,Y,Y,F,45, ,1,1,1,1,2,4,3,4,4,4,4,4,4,5,2,4,1,1,2,4,1,4,5,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,100,6,1,3,2,3,3,2,1,2,1,6,2,2,5,2,4,1,1,22.38333333,32712,16440,16440,1210,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,3,1,3,3,1,3,1,1,1,1,1,1,4,1,1,1,1,2,2,1,4,2,4,1,1,1,20191008,2,1,2,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.236627295,0,1,3,3,2,2,2, ,2,8,7,2,5,2,1,3,2,7,1,1,1,2,2,4,3,1,31,38,4,23.7,47,1011,47.00248572,51.38847596,0
772,3,12,95,10,N,Y,M,999,7,1,3,1,1,1,4,4,4,4,4,4,4,4,5,1,4,1,1,2,1,1,1,2,3,1,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,3,1,4,1,3,1,3,1,4,5,5,5,5,1,1,4,4,1,1,4,1,1,1,4,50,7,1,1,1,1,4,6,3,2,1,3,101,2,6,6,2,1,2,20.45,32812,16440,16440,1210,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,2,1,1,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,4,1,1,1,1,2,3,2,3,3,5,3,3,2,20191009,6,6,4,4,2,2,2,1,6,2,2,2,1,6,3,1,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.077762942,0,1,2,3,2,2,2,5,2,6,6,2,5,2,3,3,4,7,3,7,3,2,2,3,1,1,31,38,9,24.98,53,1011,52.99751428,25.61642798,0
880,3,12,95,10,N,N,M,56, ,1,5,7,1,4,3,6,6,2,3,3,4,1,4,3,2,5,2,5,5,2,5,4,1,2,2,1,3,1,2,2,2,2,2,2,2,1,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1,1,1,1,2,4,4,2,1,4,4,1,70,5,2,2,5,2,3,2,2,5,2,2,2,1,6,1,4,2,1,17.21666667,34734,16440,16440,1210,Florida,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,1,2,2,4,4,1,2,2,2,1,2,2,1,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,3,1,2,1,3,2,2,2,2,2,5,1,1,1,20191010,2,2,2,2,1,2,2,1,5,5,6,6,3,5,3,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.107997362,0,1,3,3,2,2,2,3,2,4,3,2,2,4,2,2,2,7,3,2,2, , ,5,3,3,31,38,12,29.28,47,1011,47.00248572,6.25316867,0
